iter	RMSE
177	357.5955875
178	355.6722589
179	354.5247888
180	353.3272978
181	352.283071
182	351.706182
183	350.2307327
184	349.0027395
185	346.9984445
186	345.0730742
187	342.335044
188	341.5328159
189	340.7130171
190	337.6683075
191	336.4604511
192	335.2710993
193	334.8159677
194	331.9619215
195	329.0331775
196	327.3398449
197	327.0099987
198	325.958197
199	323.6148401
200	322.6039939
201	321.704361
202	318.8237282
203	317.2844739
204	316.2119888
205	315.3328367
206	312.9073278
207	311.8832108
208	310.4740534
209	308.2060722
210	306.0676924
211	305.8047901
212	303.78931
213	302.9447321
214	302.3112202
215	301.3264233
216	298.8492868
217	295.6717654
218	293.0581535
219	292.3108705
220	290.3767362
221	289.137636
222	287.415567
223	286.524277
224	284.1045853
225	281.5229757
226	280.3679453
227	279.7839757
228	278.5409768
229	276.3782902
230	275.4163497
231	274.3879595
232	273.9689106
233	272.3879691
234	270.5583456
235	267.5877252
236	266.6596581
237	266.095954
238	265.5880659
239	264.5690781
240	264.0595371
241	263.2477057
242	261.4711618
243	260.9855063
244	259.3836279
245	257.8716913
246	257.1021614
247	255.6524117
248	254.9849263
249	254.2365093
250	252.8899797
251	251.4516627
252	250.7260893
253	249.5262562
254	248.7294151
255	247.9985452
256	247.2454447
257	245.800507
258	244.1047378
259	242.593888
260	241.1484694
261	239.7146986
262	239.4596032
263	238.353413
264	237.1529961
265	236.8855913
266	235.7638818
267	234.6266693
268	233.4349556
269	232.694557
270	232.5339356
271	232.1129605
272	231.4659239
273	230.3868361
274	228.5994134
275	227.0279248
276	224.8225038
277	224.0885579
278	222.4207178
279	222.1384143
280	221.5363086
281	220.9495645
282	220.3866172
283	219.8263149
284	218.5319389
285	217.7690258
286	216.4830344
287	215.551214
288	215.079735
289	213.909622
290	213.4089798
291	212.4594766
292	211.5362472
293	211.360669
294	210.0481311
295	208.902192
296	208.0323067
297	207.370655
298	207.0189814
299	206.3250654
300	205.5185606
301	204.8983144
302	204.3773613
303	202.9116208
304	202.4090466
305	201.9355406
306	201.4790177
307	200.318466
308	199.5189407
309	199.0390125
310	198.445582
311	198.0717991
312	197.7676036
313	197.3091672
314	196.6865169
315	196.2516016
316	195.829518
317	194.4547849
318	194.3017268
319	193.4260818
320	192.4744592
321	191.5433831
322	191.2178907
323	190.8051028
324	189.8540815
325	189.3447327
326	188.3022236
327	187.7681282
328	187.3642924
329	186.9719696
330	186.1988972
331	184.91951
332	184.5417044
333	184.1750281
334	183.4481589
335	182.7210671
336	181.4991664
337	180.6028379
338	180.2438139
339	179.3725396
340	179.0207366
341	177.8393533
342	177.073716
343	175.945513
344	175.2023893
345	174.8416802
346	174.4943493
347	173.6767563
348	173.1586086
349	172.167831
350	170.3202008
351	169.5519938
352	169.1341484
353	168.5818232
354	167.1706343
355	166.8387544
356	166.4717587
357	165.7464053
358	165.2011252
359	164.8581792
360	163.6779202
361	163.3584172
362	162.6752802
363	162.3779423
364	162.0382466
365	160.6770696
366	160.3876712
367	159.081426
368	158.5540715
369	158.2780852
370	157.2049742
371	156.9386409
372	156.6698237
373	156.1627221
374	155.6191673
375	154.6745579
376	153.8794337
377	153.5904281
378	153.5657623
379	152.4106201
380	152.1117189
381	151.79058
382	151.7417363
383	151.4705106
384	151.2075741
385	150.1683216
386	149.6239576
387	148.5353896
388	147.738419
389	147.2355765
390	146.7835495
391	146.1705501
392	145.0722887
393	144.6455797
394	143.5350271
395	143.2925059
396	142.9669286
397	142.3072004
398	141.9432358
399	141.4614681
400	141.3735399
401	141.143839
402	140.8676958
403	139.9785751
404	139.8456825
405	139.627009
406	139.1769274
407	138.8169551
408	138.306353
409	137.0933664
410	136.3918443
411	136.139841
412	135.0601804
413	134.8808729
414	134.6177113
415	134.3957026
416	133.4143359
417	132.984648
418	132.9625689
419	132.8246982
420	132.5662987
421	132.4490795
422	131.3429811
423	131.0020558
424	130.9389255
425	130.527874
426	130.3906214
427	130.3665418
428	130.2539444
429	129.1672179
430	128.791248
431	128.5259909
432	128.1759601
433	127.5385524
434	127.2107999
435	126.7959195
436	125.9647041
437	125.5452906
438	125.0807257
439	124.8572797
440	123.9029468
441	123.6025451
442	123.4809684
443	122.6287731
444	122.2106618
445	122.1884702
446	121.4651431
447	121.2780178
448	120.7030682
449	119.94975
450	119.7990916
451	119.0741532
452	118.9934952
453	118.7758507
454	118.0665481
455	117.4968653
456	117.2261798
457	116.93875
458	116.5044521
459	116.2657427
460	115.6330734
461	114.8981349
462	114.7782679
463	114.1395314
464	113.7385551
465	112.7820372
466	112.0917288
467	111.8125738
468	111.5993719
469	111.4794554
470	110.8897153
471	110.1183622
472	109.9636807
473	109.8125954
474	109.4854839
475	108.9308181
476	108.3760387
477	108.2318247
478	107.9745724
479	107.7675878
480	107.3236088
481	107.0810588
482	106.7343478
483	106.2495894
484	106.0210295
485	105.5290047
486	105.2828575
487	105.1471441
488	104.8006804
489	104.0989549
490	104.0826087
491	103.7533804
492	103.4011221
493	103.1357932
494	103.0015658
495	102.8178459
496	102.6879844
497	102.5561194
498	102.1577042
499	101.9614775
