iter	RMSE
217	4035.14822
218	4031.535999
219	4031.058137
220	4027.847541
221	4027.283931
222	4026.295606
223	4025.825543
224	4022.170792
225	4021.875981
226	4019.389543
227	4015.356344
228	4013.574498
229	4013.00157
230	4010.439425
231	4010.339243
232	4007.570802
233	4006.852739
234	4004.408103
235	4003.247311
236	4003.036399
237	4002.532729
238	4000.448172
239	4000.264121
240	4000.084287
241	3996.350328
242	3992.921465
243	3989.435236
244	3988.784522
245	3985.204885
246	3984.315318
247	3979.866028
248	3978.280919
249	3977.687411
250	3975.963165
251	3974.027366
252	3972.161559
253	3971.292428
254	3967.981793
255	3967.608641
256	3964.647572
257	3961.484884
258	3957.451166
259	3956.63356
260	3954.617637
261	3953.61496
262	3951.718028
263	3948.614967
264	3946.504276
265	3945.937598
266	3944.900624
267	3943.46042
268	3942.570851
269	3941.964915
270	3935.830768
271	3933.375678
272	3925.721706
273	3921.321375
274	3920.331678
275	3920.292334
276	3918.101946
277	3915.466603
278	3914.719838
279	3913.339706
280	3910.350181
281	3909.818869
282	3907.66843
283	3907.499707
284	3904.312127
285	3902.388516
286	3895.746049
287	3895.584983
288	3894.24381
289	3891.537743
290	3889.984652
291	3889.31688
292	3887.348401
293	3881.212705
294	3880.230308
295	3877.711041
296	3877.569914
297	3877.148392
298	3875.410184
299	3874.584494
300	3871.194788
301	3868.691841
302	3863.426678
303	3860.239363
304	3860.105593
305	3859.179222
306	3858.820396
307	3858.165507
308	3854.666809
309	3851.299868
310	3850.836545
311	3848.570402
312	3845.83948
313	3845.536332
314	3841.803626
315	3840.363727
316	3839.199646
317	3834.071764
318	3833.478811
319	3830.297264
320	3829.392077
321	3828.927973
322	3828.138505
323	3824.638827
324	3823.936642
325	3821.758543
326	3819.033291
327	3816.559314
328	3816.500286
329	3816.463933
330	3813.027407
331	3812.661667
332	3809.288644
333	3807.58788
334	3804.523241
335	3801.947764
336	3798.259044
337	3793.335922
338	3791.848674
339	3791.658867
340	3789.936264
341	3789.02067
342	3786.087872
343	3784.858574
344	3780.707872
345	3775.372348
346	3772.08214
347	3769.082379
348	3766.81919
349	3765.39249
350	3763.289806
351	3762.096827
352	3757.972902
353	3756.778838
354	3755.156696
355	3755.01144
356	3753.265552
357	3752.773971
358	3750.97507
359	3748.41192
360	3745.60222
361	3744.631152
362	3743.612347
363	3741.322386
364	3741.28331
365	3740.865068
366	3738.951102
367	3737.076435
368	3736.979731
369	3734.820006
370	3733.099487
371	3730.545172
372	3727.927417
373	3725.635273
374	3722.099092
375	3717.43952
376	3715.420992
377	3712.413574
378	3711.033432
379	3706.626369
380	3704.643011
381	3704.072172
382	3703.322104
383	3701.832847
384	3700.474409
385	3697.141803
386	3696.491901
387	3693.781051
388	3689.455637
389	3685.28932
390	3684.763689
391	3681.034174
392	3680.361299
393	3677.577962
394	3675.941348
395	3670.439822
396	3667.486766
397	3665.527494
398	3663.824509
399	3662.060723
400	3660.389332
401	3659.56189
402	3659.440694
403	3659.20553
404	3658.199158
405	3657.615921
406	3652.0913
407	3649.520837
408	3648.125443
409	3647.651232
410	3645.770548
411	3644.460129
412	3644.230841
413	3641.484985
414	3639.820262
415	3639.267395
416	3636.884995
417	3636.101489
418	3634.426307
419	3633.997681
420	3633.550385
421	3632.176745
422	3629.987719
423	3629.597625
424	3627.066947
425	3626.477045
426	3625.033012
427	3622.777724
428	3619.947864
429	3617.536901
430	3616.896813
431	3615.321224
432	3613.569684
433	3612.807065
434	3610.408783
435	3609.684535
436	3609.317751
437	3608.874601
438	3608.636701
439	3606.538013
440	3605.70995
441	3604.250206
442	3603.151968
443	3602.589052
444	3601.998314
445	3598.579253
446	3595.537171
447	3592.98245
448	3591.887061
449	3589.278843
450	3587.974195
451	3585.668439
452	3585.038084
453	3584.196513
454	3583.470781
455	3581.315091
456	3580.77169
457	3577.666916
458	3575.872963
459	3574.967036
460	3574.755358
461	3573.434725
462	3573.315482
463	3572.862655
464	3571.28171
465	3570.913608
466	3569.453869
467	3567.086252
468	3564.554263
469	3562.713036
470	3562.107123
471	3560.231666
472	3557.955119
473	3557.509954
474	3553.954259
475	3553.48052
476	3549.161956
477	3547.444228
478	3545.75698
479	3544.052025
480	3543.394313
481	3541.749982
482	3540.908956
483	3540.190749
484	3537.244487
485	3535.946427
486	3532.908082
487	3531.190314
488	3530.105722
489	3529.670259
490	3529.192703
491	3527.887283
492	3526.915487
493	3525.530392
494	3524.237301
495	3519.223024
496	3518.37081
497	3517.777128
498	3516.572077
499	3513.294842
500	3511.492948
501	3511.131203
502	3510.318971
503	3509.423248
504	3507.469987
505	3506.151761
506	3505.133855
507	3504.286658
508	3503.202016
509	3502.734299
510	3501.418361
511	3500.693045
512	3499.10363
513	3498.497082
514	3496.957387
515	3492.756352
516	3491.129171
517	3489.58174
518	3486.224362
519	3485.189945
520	3482.97981
521	3480.898875
522	3479.378262
523	3477.207452
524	3476.090093
525	3475.148547
526	3474.467554
527	3474.375175
528	3469.682702
529	3469.542611
530	3468.882
531	3466.302143
532	3465.130143
533	3462.987181
534	3461.899528
535	3461.507356
536	3458.828227
537	3458.479509
538	3457.452244
539	3456.350169
540	3453.672127
541	3451.1247
542	3448.925949
543	3448.28556
544	3446.890415
545	3445.041087
546	3443.810057
547	3443.54277
548	3442.980934
549	3441.553197
550	3440.710721
551	3438.956566
552	3437.694861
553	3436.35613
554	3435.443662
555	3434.977264
556	3432.130228
557	3431.763147
558	3430.507844
559	3429.719104
560	3429.40284
561	3427.845486
562	3426.220459
563	3424.438914
564	3422.915567
565	3419.554283
566	3418.526355
567	3416.633533
568	3414.7787
569	3413.724239
570	3413.668594
571	3411.994472
572	3410.50524
573	3408.315721
574	3406.292155
575	3404.602785
576	3402.759267
577	3402.164701
578	3400.060279
579	3399.352793
580	3397.937444
581	3395.331651
582	3394.265334
583	3393.941664
584	3391.500393
585	3390.84778
586	3390.553176
587	3386.191263
588	3386.153058
589	3385.877659
590	3383.677222
591	3381.689764
592	3379.872241
593	3379.226564
594	3378.033064
595	3375.959411
596	3374.742413
597	3373.542872
598	3371.115752
599	3369.381915
600	3367.412409
601	3366.179824
602	3365.629042
603	3362.421949
604	3360.994919
605	3359.147451
606	3358.496733
607	3358.265485
608	3355.515517
609	3354.443087
610	3353.989339
611	3352.88596
612	3352.867037
613	3350.673814
614	3349.413176
615	3349.212606
616	3348.634299
617	3347.352701
618	3343.841227
619	3343.356385
620	3342.754755
621	3341.237467
622	3340.203906
623	3339.240924
624	3337.545533
625	3336.320257
626	3333.61449
627	3331.680436
628	3330.473232
629	3330.3475
630	3329.760616
631	3328.541913
632	3326.578069
633	3323.109336
634	3321.099787
635	3319.723515
636	3317.467564
637	3316.106032
638	3314.66881
639	3312.951572
640	3308.797518
641	3306.93631
642	3303.826816
643	3302.560882
644	3298.663187
645	3296.295923
646	3294.968842
647	3294.927388
648	3293.92309
649	3292.192566
650	3289.225031
651	3287.87922
652	3287.672443
653	3286.373377
654	3285.744699
655	3279.703739
656	3279.296519
657	3278.112913
658	3275.072871
659	3273.969457
660	3272.247836
661	3271.897036
662	3270.506146
663	3268.62967
664	3265.365645
665	3264.479607
666	3261.461293
667	3258.922323
668	3256.552274
669	3256.379152
670	3255.781848
671	3253.475379
672	3252.26434
673	3250.704103
674	3249.536087
675	3248.321965
676	3246.161865
677	3243.246573
678	3241.635051
679	3239.398698
680	3237.092071
681	3235.842102
682	3235.754663
683	3235.578168
684	3234.394356
685	3233.780054
686	3233.296164
687	3232.594804
688	3230.62837
689	3228.746597
690	3228.226897
691	3226.458826
692	3225.413854
693	3224.565528
694	3221.928513
695	3220.480638
696	3219.177245
697	3216.744845
698	3215.7437
699	3215.432809
700	3214.695352
701	3211.212486
702	3211.192898
703	3210.453661
704	3209.49575
705	3207.086261
706	3206.077189
707	3203.940238
708	3201.999488
709	3201.417393
710	3199.61693
711	3197.769401
712	3196.405411
713	3194.527809
714	3192.352681
715	3190.153798
716	3188.71992
717	3187.535544
718	3185.988971
719	3184.534782
720	3184.078694
721	3183.016569
722	3182.634569
723	3181.348905
724	3180.53585
725	3179.553503
726	3178.691698
727	3178.518348
728	3176.41716
729	3176.133676
730	3174.578714
731	3172.649829
732	3171.5559
733	3169.386883
734	3167.726512
735	3167.324304
736	3166.491571
737	3164.904217
738	3162.859122
739	3160.817657
740	3160.053611
741	3157.286518
742	3155.52483
743	3154.71347
744	3154.174797
745	3154.037103
746	3152.086228
747	3148.695874
748	3148.479022
749	3148.399636
750	3148.037271
751	3146.139696
752	3144.110261
753	3143.310021
754	3142.477644
755	3140.834615
756	3140.721636
757	3139.924666
758	3137.183866
759	3135.659363
760	3134.365897
761	3132.043637
762	3130.41733
763	3127.531963
764	3127.341685
765	3127.19117
766	3123.34401
767	3122.54654
768	3122.382632
769	3120.26259
770	3117.582223
771	3116.60207
772	3116.254798
773	3115.303742
774	3114.514156
775	3113.830094
776	3112.675808
777	3111.48782
778	3109.970653
779	3108.084175
780	3107.549814
781	3105.866026
782	3103.62343
783	3102.086393
784	3101.359446
785	3100.702427
786	3099.219057
787	3097.050192
788	3094.929081
789	3094.160232
790	3092.589773
791	3091.502016
792	3090.052822
793	3089.244727
794	3088.708716
795	3087.875455
796	3085.692653
797	3083.785666
798	3082.515515
799	3082.479688
800	3081.761814
801	3080.309826
802	3077.574143
803	3076.062448
804	3075.07546
805	3074.03855
806	3073.841914
807	3073.01037
808	3071.890721
809	3070.991673
810	3068.887085
811	3068.735425
812	3066.915874
813	3066.126483
814	3063.69235
815	3063.0453
816	3062.584294
817	3062.149921
818	3056.813571
819	3055.95052
820	3054.582279
821	3054.508502
822	3053.301033
823	3051.309126
824	3049.634938
825	3048.469278
826	3046.270135
827	3046.026333
828	3045.341481
829	3043.689335
830	3042.447673
831	3041.334851
832	3039.688496
833	3039.24664
834	3034.60791
835	3034.538795
836	3033.825199
837	3031.623309
838	3028.919382
839	3028.883375
840	3028.052585
841	3026.741394
842	3025.090538
843	3023.117612
844	3022.280432
845	3022.246582
846	3021.971104
847	3021.458099
848	3020.321515
849	3016.183027
850	3015.245783
851	3013.159358
852	3012.423092
853	3011.746657
854	3010.694052
855	3009.692345
856	3008.827493
857	3008.259701
858	3005.384554
859	3004.150371
860	3002.272569
861	3001.944584
862	2999.640104
863	2998.070582
864	2996.747845
865	2995.413156
866	2991.702911
867	2986.917117
868	2986.900503
869	2986.866727
870	2984.988665
871	2984.404919
872	2984.356111
873	2984.052769
874	2982.087747
875	2980.666625
876	2977.274936
877	2976.63563
878	2976.080048
879	2974.827976
880	2972.88997
881	2972.379165
882	2970.110901
883	2969.396472
884	2968.828049
885	2967.719472
886	2966.20032
887	2964.679567
888	2961.498864
889	2960.542529
890	2959.99434
891	2958.975817
892	2958.062443
893	2955.494416
894	2953.72036
895	2953.425508
896	2950.962481
897	2949.118458
898	2947.829864
899	2947.73976
900	2947.136338
901	2946.169015
902	2944.562632
903	2943.831608
904	2942.224802
905	2940.473494
906	2938.760272
907	2938.139634
908	2936.371014
909	2934.856026
910	2932.819614
911	2932.711119
912	2932.012291
913	2930.482555
914	2928.751574
915	2928.162131
916	2926.070663
917	2925.019764
918	2922.760154
919	2922.446951
920	2920.81335
921	2920.155086
922	2917.256045
923	2914.523513
924	2913.743665
925	2912.74506
926	2911.775329
927	2909.860744
928	2907.274104
929	2905.789914
930	2903.925743
931	2903.798047
932	2903.53402
933	2903.12387
934	2902.621774
935	2899.903797
936	2898.774661
937	2897.297035
938	2896.660994
939	2895.278881
940	2895.001848
941	2893.719338
942	2891.511215
943	2890.944635
944	2889.296982
945	2889.111325
946	2887.54123
947	2886.933312
948	2886.094469
949	2884.598518
950	2883.438295
951	2882.927962
952	2882.046836
953	2881.616443
954	2880.287873
955	2879.664459
956	2878.894388
957	2877.304291
958	2876.128212
959	2873.806262
960	2872.054893
961	2871.914657
962	2870.696122
963	2870.28443
964	2869.730828
965	2868.602081
966	2868.11294
967	2867.611276
968	2865.072383
969	2863.434698
970	2862.909708
971	2862.811338
972	2861.555285
973	2860.133488
974	2858.218192
975	2856.194301
976	2855.671536
977	2853.588394
978	2852.029527
979	2850.589633
980	2849.094129
981	2848.95176
982	2848.33128
983	2844.529984
984	2843.650247
985	2841.552445
986	2840.952908
987	2840.583466
988	2838.957891
989	2838.0388
990	2836.572313
991	2836.556967
992	2834.422568
993	2832.21068
994	2831.756774
995	2831.09705
996	2831.095138
997	2830.373249
998	2830.052799
999	2828.797167
